time_value	hz	ex	ey	
12.5862	-2.3006e+06	-26081.4	-356158	
12.6151	-2.40993e+06	-27797.6	-296338	
12.644	-2.50838e+06	-29353.8	-237287	
12.6728	-2.59568e+06	-30729.6	-179249	
12.7017	-2.67156e+06	-31896.2	-122474	
12.7306	-2.73585e+06	-32843.7	-67186	
12.7594	-2.78847e+06	-33583.5	-13568.7	
12.7883	-2.82934e+06	-34119.5	38190.8	
12.8172	-2.85842e+06	-34433.1	87903.1	
12.846	-2.87578e+06	-34505.5	135429	
12.8749	-2.8816e+06	-34339.8	180658	
12.9038	-2.87599e+06	-33952.6	223458	
12.9326	-2.85912e+06	-33351.7	263723	
12.9615	-2.83125e+06	-32528.6	301386	
12.9904	-2.79268e+06	-31474.1	336370	
13.0192	-2.74369e+06	-30198.2	368590	
13.0481	-2.68461e+06	-28726.7	398038	
13.077	-2.61586e+06	-27074.9	424737	
13.1059	-2.53791e+06	-25238.7	448663	
13.1347	-2.45125e+06	-23218	469802	
13.1636	-2.35634e+06	-21033.3	488204	
13.1925	-2.2537e+06	-18714.1	503901	
13.2213	-2.14386e+06	-16279.3	516879	
13.2502	-2.02739e+06	-13734.4	527179	
13.2791	-1.90487e+06	-11085.2	534901	
13.3079	-1.77689e+06	-8353.37	540120	
13.3368	-1.64404e+06	-5573.78	542912	
13.3657	-1.50694e+06	-2771.6	543404	
13.3945	-1.36623e+06	47.5999	541711	
13.4234	-1.22251e+06	2877.8	537890	
13.4523	-1.07638e+06	5692.91	532024	
13.4811	-928463	8456.73	524243	
13.51	-779393	11146.2	514639	
13.5389	-629780	13756.5	503287	
13.5677	-480172	16282.6	490332	
13.5966	-331099	18701	475944	
13.6255	-183155	20976.6	460243	
13.6543	-36937.4	23090.2	443334	
13.6832	107041	25043.9	425342	
13.7121	248288	26836.1	406372	
13.7409	386266	28445.1	386515	
13.7698	520506	29844.2	365891	
13.7987	650644	31023.3	344625	
13.8275	776277	31988.3	322815	
13.8564	896963	32743.4	300565	
13.8853	1.01237e+06	33277.4	278002	
13.9141	1.12221e+06	33571	255222	
13.943	1.22614e+06	33619.7	232303	
13.9719	1.32382e+06	33439.3	209345	
14.0007	1.41505e+06	33043.8	186448	
14.0296	1.49966e+06	32427.5	163672	
14.0585	1.5774e+06	31579.6	141071	
14.0873	1.64814e+06	30505.9	118720	
14.1162	1.71185e+06	29228.8	96692.3	
14.1451	1.76836e+06	27768.8	75059.2	
14.1739	1.81756e+06	26129.9	53901.2	
14.2028	1.85942e+06	24308.3	33278.3	
14.2317	1.89399e+06	22315	13226.4	
14.2606	1.92122e+06	20180.2	-6208.94	
14.2894	1.94114e+06	17931	-24989.2	
14.3183	1.95389e+06	15574.9	-43110.1	
14.3472	1.95958e+06	13113.5	-60551.3	
14.376	1.95828e+06	10563.9	-77245.8	
14.4049	1.95012e+06	7958.56	-93143.9	
14.4338	1.93526e+06	5326.41	-108233	
14.4626	1.9139e+06	2679.22	-122481	
14.4915	1.88621e+06	20.077	-135853	
14.5204	1.85246e+06	-2634.62	-148374	
14.5492	1.81284e+06	-5250.91	-160069	
14.5781	1.76755e+06	-7799.6	-170917	
14.607	1.71687e+06	-10272	-180910	
14.6358	1.66113e+06	-12665.9	-190073	
14.6647	1.60064e+06	-14964.9	-198388	
14.6936	1.53567e+06	-17140.4	-205806	
14.7224	1.46651e+06	-19168.8	-212346	
14.7513	1.39348e+06	-21042.5	-218062	
14.7802	1.31691e+06	-22763	-222956	
14.809	1.23712e+06	-24322.5	-227027	
14.8379	1.1544e+06	-25698.3	-230322	
14.8668	1.06913e+06	-26870.5	-232860	
14.8956	981677	-27838.8	-234613	
14.9245	892356	-28612.5	-235598	
14.9534	801490	-29190	-235866	
14.9822	709432	-29556.6	-235423	
15.0111	616501	-29700.7	-234261	
15.04	522976	-29627.5	-232428	
15.0688	429183	-29353.6	-229958	
15.0977	335491	-28887.5	-226848	
15.1266	242223	-28221.4	-223133	
15.1554	149662	-27349.4	-218881	
15.1843	58119	-26284.7	-214107	
15.2132	-32083.8	-25051.9	-208798	
15.242	-120694	-23664.5	-202982	
15.2709	-207493	-22122.3	-196691	
15.2998	-292221	-20426.4	-189925	
15.3286	-374613	-18593.8	-182711	
15.3575	-454455	-16653.4	-175124	
15.3864	-531525	-14625.9	-167208	
15.4153	-605564	-12514.6	-158974	
15.4441	-676390	-10322.1	-150447	
15.473	-743894	-8069.59	-141659	
15.5019	-807903	-5788.82	-132615	
15.5307	-868179	-3500.83	-123332	
15.5596	-924576	-1210.93	-113850	
15.5885	-977035	1076.1	-104203	
15.6173	-1.02545e+06	3341.29	-94429.1	
15.6462	-1.06969e+06	5554.36	-84576.5	
15.6751	-1.10972e+06	7692.86	-74667.8	
15.7039	-1.14551e+06	9753.24	-64702.8	
15.7328	-1.17693e+06	11735.6	-54704.5	
15.7617	-1.20396e+06	13622.9	-44707.1	
15.7905	-1.22662e+06	15387.1	-34726.5	
15.8194	-1.24491e+06	17011.3	-24794.8	
15.8483	-1.25879e+06	18496.3	-14970.3	
15.8771	-1.26832e+06	19845.2	-5281.73	
15.906	-1.27359e+06	21047.8	4268.59	
15.9349	-1.27458e+06	22082.5	13650.9	
15.9637	-1.27128e+06	22936.2	22833.7	
15.9926	-1.26382e+06	23615.3	31822.1	
16.0215	-1.25232e+06	24131.2	40601.1	
16.0503	-1.23686e+06	24479	49113.3	
16.0792	-1.21755e+06	24642.1	57337.2	
16.1081	-1.19456e+06	24615.7	65292.3	
16.1369	-1.16801e+06	24413.2	72956.2	
16.1658	-1.13803e+06	24050.2	80279.8	
16.1947	-1.10475e+06	23528.6	87256.2	
16.2235	-1.06834e+06	22840.1	93877.1	
16.2524	-1.02893e+06	21985	100093	
16.2813	-986708	20981.4	105888	
16.3101	-941843	19851.5	111298	
16.339	-894539	18601.9	116320	
16.3679	-844996	17228.7	120916	
16.3967	-793397	15738.1	125092	
16.4256	-739922	14151.9	128851	
16.4545	-684783	12493.7	132138	
16.4834	-628197	10774.7	134924	
16.5122	-570363	8995.67	137251	
16.5411	-511506	7163.21	139139	
16.57	-451862	5300.04	140558	
16.5988	-391599	3432.86	141509	
16.6277	-330859	1573.13	142027	
16.6566	-269866	-279.576	142097	
16.6854	-208876	-2117.25	141695	
16.7143	-148069	-3917.23	140847	
16.7432	-87612.6	-5656.54	139582	
16.772	-27730.8	-7325.35	137895	
16.8009	31377.1	-8923.86	135797	
16.8298	89569.5	-10447.4	133321	
16.8586	146668	-11877.9	130465	
16.8875	202460	-13194.9	127217	
16.9164	256788	-14392	123593	
16.9452	309510	-15474.3	119618	
16.9741	360434	-16440.2	115297	
17.003	409415	-17275.7	110658	
17.0318	456407	-17967.1	105739	
17.0607	501324	-18513.1	100552	
17.0896	543964	-18921.9	95101.4	
17.1184	584169	-19197.1	89409	
17.1473	621899	-19331.5	83495.5	
17.1762	657094	-19316.4	77379.2	
17.205	689620	-19155.7	71098	
17.2339	719395	-18862.5	64681.5	
17.2628	746399	-18444.6	58127.2	
17.2916	770575	-17900	51444.2	
17.3205	791858	-17226.8	44668.8	
17.3494	810248	-16432.6	37823.4	
17.3782	825740	-15532.6	30924.6	
17.4071	838274	-14539.8	24020.7	
17.436	847841	-13457.8	17154.6	
17.4648	854516	-12286.7	10329.6	
17.4937	858328	-11036.8	3555.76	
17.5226	859248	-9727.6	-3137.18	
17.5514	857301	-8373.34	-9745.09	
17.5803	852567	-6978.37	-16263.4	
17.6092	845086	-5546.79	-22638.8	
17.6381	834891	-4090.67	-28830	
17.6669	822069	-2627.51	-34855.3	
17.6958	806720	-1172.1	-40715.6	
17.7247	788931	268.647	-46361.4	
17.7535	768798	1691.42	-51774.2	
17.7824	746410	3086.59	-56970	
17.8113	721846	4437.38	-61918.2	
17.8401	695213	5730.05	-66572	
17.869	666652	6959.88	-70940.2	
17.8979	636303	8125.09	-75036.2	
17.9267	604290	9218.61	-78827.2	
17.9556	570725	10227.7	-82301	
17.9845	535713	11141.3	-85486.7	
18.0133	499389	11956.7	-88374.5	
18.0422	461916	12676.5	-90920.1	
18.0711	423430	13297.8	-93121.6	
18.0999	384058	13811.1	-94996.9	
18.1288	343975	14209.3	-96528.6	
18.1577	303343	14494.2	-97706.7	
